name	number
four	28
ten	95
four	85
four	69
three	7
ten	88
eight	90
four	53
seven	49
one	60
one	13
nine	12
five	1
one	90
eight	3
two	14
three	32
four	42
nine	71
four	42
ten	45
two	32
nine	75
nine	11
eight	86
eight	32
three	73
seven	7
ten	71
six	88
six	47
five	37
eight	43
nine	91
two	22
ten	34
one	65
six	14
five	90
two	21
nine	61
three	57
five	26
one	31
one	58
ten	43
ten	74
five	14
two	15
two	7
seven	78
three	5
ten	16
three	69
eight	45
seven	42
one	29
four	2
six	73
ten	68
six	41
three	7
two	29
four	77
one	84
five	13
four	72
nine	8
four	80
six	13
five	36
nine	47
eight	17
five	25
four	47
five	62
ten	70
six	86
four	36
eight	91
two	41
nine	27
four	66
six	67
eight	84
seven	8
eight	16
two	50
seven	8
eight	81
four	14
eight	64
four	21
one	28
seven	68
ten	45
two	47
two	4
one	58
six	90
seven	16
six	3
nine	65
eight	88
three	97
six	53
seven	26
eight	4
four	37
nine	53
two	91
five	38
eight	47
one	82
three	77
ten	10
five	29
seven	77
seven	29
six	70
five	62
two	96
ten	23
six	41
nine	71
seven	56
nine	25
two	40
five	42
nine	54
four	8
five	42
two	23
one	94
one	84
six	53
one	85
six	52
six	75
eight	52
eight	72
two	56
two	21
eight	34
eight	14
three	53
seven	2
two	8
four	58
one	32
six	8
nine	33
six	8
five	55
seven	14
three	44
four	86
six	40
six	39
two	25
six	76
eight	57
nine	99
seven	85
three	50
nine	95
two	95
six	64
seven	18
two	26
two	93
six	95
four	84
eight	14
five	52
six	23
seven	7
two	84
ten	59
five	90
ten	59
seven	33
five	25
five	45
eight	39
two	5
two	69
five	80
eight	40
five	99
four	77
three	64
ten	3
two	73
five	95
ten	35
four	38
two	71
nine	55
six	80
three	18
ten	66
one	3
four	55
five	11
two	67
seven	88
two	6
one	67
seven	64
four	88
two	47
one	59
seven	94
two	22
seven	33
six	2
four	80
three	7
four	53
six	1
ten	59
nine	35
seven	59
nine	73
two	4
five	89
four	91
one	33
seven	4
seven	4
eight	38
five	81
two	16
one	25
five	43
three	54
seven	2
four	59
nine	43
seven	28
one	33
four	6
two	42
three	54
seven	8
six	14
seven	40
seven	4
seven	77
eight	92
eight	87
five	77
four	70
nine	89
ten	25
three	8
ten	82
five	12
nine	30
nine	78
four	58
six	48
eight	69
seven	78
eight	57
nine	57
eight	66
seven	84
three	48
ten	8
four	96
eight	48
four	91
three	90
three	29
nine	50
seven	78
six	10
eight	58
ten	28
ten	3
seven	67
ten	77
nine	83
seven	43
six	73
four	72
eight	6
seven	21
nine	14
four	58
nine	95
six	53
five	9
four	3
five	54
four	11
two	14
two	38
three	4
two	22
four	89
four	61
three	38
four	92
ten	93
four	65
six	9
three	85
ten	76
four	26
nine	53
ten	19
one	0
eight	60
ten	90
four	83
nine	83
two	27
nine	14
eight	65
three	48
three	47
five	39
two	97
four	20
four	87
four	73
four	3
one	80
eight	77
four	44
two	14
seven	33
one	29
nine	64
ten	12
five	23
seven	18
eight	82
nine	37
one	59
eight	20
five	92
four	72
one	44
ten	17
seven	87
four	44
ten	58
one	42
one	50
two	60
three	27
eight	50
nine	87
ten	49
two	69
three	20
two	3
four	88
five	8
three	7
seven	14
three	61
one	64
one	8
four	42
nine	12
ten	39
nine	74
three	80
eight	65
nine	7
four	64
three	77
two	1
eight	55
one	47
five	91
nine	36
seven	45
three	96
six	17
seven	70
five	4
one	2
one	65
five	51
ten	64
nine	88
seven	81
seven	8
seven	97
two	15
seven	33
five	90
six	16
five	48
two	97
two	27
one	14
seven	94
two	57
four	33
one	50
eight	73
eight	95
eight	96
four	31
three	99
eight	55
two	53
five	11
five	4
ten	77
two	14
nine	28
three	67
ten	77
seven	26
nine	61
one	38
eight	73
four	54
seven	24
seven	77
one	67
nine	79
ten	32
eight	17
three	40
four	25
eight	87
three	69
four	45
nine	52
four	32
ten	82
seven	45
two	56
one	75
nine	83
three	53
two	85
seven	31
six	24
nine	47
four	33
six	63
two	88
seven	87
seven	88
six	81
one	64
two	14
one	79
ten	38
ten	90
two	98
two	34
four	73
three	31
three	9
six	19
eight	32
five	39
eight	59
seven	36
five	15
one	41
one	36
three	83
three	60
three	27
nine	13
nine	46
ten	70
three	12
eight	27
eight	42
four	46
two	40
eight	71
four	10
nine	45
five	1
eight	43
ten	93
five	11
six	11
nine	97
three	66
three	74
three	38
two	11
eight	3
five	48
three	66
six	41
two	54
six	71
seven	20
six	94
five	4
six	94
six	46
nine	80
two	26
seven	77
ten	27
eight	83
nine	12
one	71
five	37
seven	25
nine	85
two	86
nine	94
seven	32
one	51
nine	64
six	43
nine	94
six	44
six	58
two	93
two	84
five	99
one	55
one	74
six	24
five	59
one	65
ten	4
one	82
six	34
three	52
three	19
five	63
ten	97
six	68
six	63
nine	62
four	13
nine	16
six	58
two	33
four	45
eight	78
nine	46
seven	95
four	69
five	15
nine	36
six	41
three	24
six	26
nine	99
four	95
two	97
nine	16
three	29
two	48
ten	7
two	49
six	67
nine	98
seven	6
three	0
five	91
five	84
five	90
nine	37
five	25
seven	33
nine	47
nine	46
two	49
one	88
one	3
three	52
six	9
three	81
one	84
ten	94
three	57
three	9
one	71
three	91
two	2
five	83
six	71
five	37
nine	45
ten	42
nine	74
eight	55
one	84
two	13
four	78
one	38
two	1
five	39
one	98
seven	13
one	71
four	92
six	22
three	73
ten	92
one	97
six	22
eight	11
eight	28
seven	78
three	6
seven	58
eight	40
seven	14
one	20
nine	26
one	72
two	44
two	40
two	84
ten	40
five	47
three	54
seven	29
eight	48
six	19
eight	93
four	45
two	58
six	85
ten	6
four	37
seven	21
seven	48
five	5
two	20
three	35
three	81
eight	73
six	43
two	53
six	29
six	42
three	77
seven	88
five	9
one	34
nine	2
nine	25
ten	16
six	68
one	0
five	46
six	84
five	21
eight	10
four	84
six	3
five	9
eight	53
four	87
ten	80
two	43
nine	38
three	81
ten	80
two	36
ten	97
eight	1
eight	37
six	22
eight	24
seven	96
six	16
seven	38
nine	93
six	18
two	73
three	95
seven	48
nine	27
three	59
two	76
ten	40
nine	12
two	40
nine	97
one	73
ten	0
two	7
two	48
four	97
five	43
ten	3
nine	17
ten	98
nine	82
six	58
ten	94
six	39
ten	9
five	12
one	27
eight	7
eight	19
two	38
one	21
six	16
two	33
three	32
five	21
eight	70
seven	30
six	67
nine	72
eight	9
one	47
six	72
nine	26
eight	81
five	45
ten	73
four	63
seven	45
eight	10
one	86
ten	73
six	94
five	27
three	68
four	14
ten	51
three	31
six	37
one	91
eight	26
six	12
eight	54
nine	26
ten	86
six	47
one	24
eight	10
seven	76
two	58
five	86
two	86
ten	65
two	22
one	65
seven	76
nine	47
three	94
four	92
one	9
nine	6
five	67
ten	71
eight	43
four	27
eight	78
ten	16
five	79
three	96
three	2
eight	51
four	85
ten	40
one	59
nine	66
six	40
three	39
two	55
eight	89
ten	15
four	63
one	62
ten	70
five	43
three	2
nine	78
eight	2
ten	94
two	64
eight	64
nine	8
six	19
six	77
seven	93
three	44
ten	8
seven	87
five	39
two	77
nine	26
one	75
six	51
six	55
eight	71
seven	87
five	60
six	48
six	63
seven	35
eight	47
eight	94
four	23
one	49
two	56
eight	60
three	94
seven	51
five	70
seven	33
three	13
ten	31
three	42
five	89
two	18
four	83
four	96
ten	20
nine	30
six	40
six	2
six	43
two	96
six	21
one	76
five	77
one	35
four	11
three	59
one	68
one	47
ten	11
three	29
ten	16
four	47
eight	56
six	4
eight	57
ten	72
one	24
eight	28
eight	68
five	28
seven	33
seven	48
two	75
three	12
eight	44
four	8
nine	11
eight	47
five	35
ten	52
six	66
seven	79
seven	89
five	93
nine	11
two	52
one	46
four	24
one	55
eight	76
ten	75
eight	40
four	59
eight	23
one	54
four	16
six	81
six	0
five	23
one	46
seven	43
five	15
six	45
three	21
nine	46
five	95
two	10
six	58
six	39
nine	34
seven	57
four	2
nine	23
nine	26
nine	78
seven	81
six	0
seven	56
six	23
three	39
three	87
two	31
six	43
five	89
three	45
one	65
ten	10
two	88
four	35
nine	87
five	75
six	86
eight	85
four	22
nine	14
four	88
one	58
three	32
four	18
eight	21
ten	27
nine	46
ten	28
one	93
four	25
six	50
seven	30
one	66
six	35
one	26
nine	74
nine	70
six	32
three	45
six	75
five	84
five	80
one	44
eight	70
one	4
nine	98
ten	50
four	4
eight	39
two	82
one	55
six	94
one	91
six	52
nine	56
one	47
three	68
one	44
two	89
nine	45
four	53
four	45
six	30
one	65
five	10
one	35
nine	73
three	67
three	57
nine	55
nine	0
eight	73
two	13
seven	14
six	15
nine	81
nine	2
three	4
eight	61
three	75
two	72
six	92
ten	74
nine	96
nine	62
seven	79
three	94
eight	40
two	91
six	20
eight	78
five	67
one	60
nine	24
eight	71
three	92
nine	29
nine	9
two	84
seven	52
five	67
seven	30
nine	58
four	75
seven	97
three	71
nine	45
five	39
three	9
three	59
two	50
three	32
one	13
nine	16
nine	5
seven	1
eight	56
eight	5
nine	11
two	63
four	74
three	21
five	60
nine	38
eight	3
four	27
three	54
five	13
two	69
ten	76
seven	70
three	92
six	87
ten	77
three	70
eight	36
six	25
one	12
seven	93
two	3
eight	39
nine	70
five	95
nine	99
eight	15
ten	29
seven	15
three	8
nine	96
nine	43
ten	86
five	60
eight	81
nine	3
seven	61
nine	94
eight	8
three	8
eight	81
two	58
three	59
six	55
nine	87
six	7
one	26
four	88
seven	67
four	0
ten	57
two	15
three	33
six	50
seven	14
six	48
six	15
three	50
two	82
seven	87
one	22
two	30
two	7
eight	7
nine	43
eight	76
ten	88
nine	67
two	76
ten	50
two	24
three	69
six	89
four	10
eight	10
five	11
five	1
eight	9
seven	45
eight	73
one	42
eight	86
six	4
two	30
two	31
ten	27
nine	51
ten	70
nine	12
two	22
six	33
ten	99
seven	99
ten	67
nine	68
six	30
three	48
six	78
nine	9
eight	15
six	11
four	42
three	87
three	0
three	89
three	60
nine	61
seven	64
ten	38
ten	25
eight	95
nine	65
six	21
one	73
seven	97
two	47
one	59
five	61
five	54
eight	69
three	65
seven	11
seven	3
one	68
six	95
six	91
four	33
six	65
three	54
five	7
nine	8
five	4
two	60
nine	38
one	26
four	20
two	31
three	92
seven	19
three	98
nine	74
nine	47
five	89
one	90
eight	30
five	1
eight	55
seven	16
six	17
seven	63
three	51
two	78
three	10
one	33
five	99
four	25
one	94
one	51
five	24
four	70
nine	78
nine	22
eight	47
ten	78
nine	63
one	91
nine	70
six	92
nine	71
two	71
one	36
three	26
seven	30
nine	34
five	84
nine	77
six	35
seven	70
seven	28
one	28
four	37
eight	99
two	57
one	41
four	2
seven	40
six	62
two	18
three	15
one	88
one	4
nine	4
one	45
three	22
two	47
one	80
one	21
six	14
eight	59
three	16
four	34
nine	49
three	4
three	13
ten	57
four	53
four	91
two	34
four	22
ten	7
three	12
six	84
eight	87
three	26
five	72
nine	93
seven	23
four	22
five	39
ten	72
ten	44
nine	66
two	34
nine	61
four	63
one	36
seven	20
two	63
four	41
two	20
one	26
three	30
three	45
three	24
four	49
eight	17
nine	70
one	53
one	13
five	19
five	96
ten	69
ten	23
six	81
five	77
eight	6
one	5
four	63
one	7
three	23
one	65
five	86
four	37
seven	77
six	50
three	93
five	84
four	74
five	63
five	23
eight	34
four	94
one	52
three	85
eight	62
three	59
three	79
five	34
ten	4
three	5
seven	84
nine	68
two	54
six	68
six	37
five	49
nine	31
four	89
one	32
three	25
four	85
seven	96
three	12
one	76
five	98
five	43
eight	29
eight	71
six	75
nine	11
five	95
three	86
two	77
three	73
two	32
two	14
seven	42
two	83
nine	86
five	32
one	72
five	19
four	23
one	85
four	61
three	97
four	87
three	36
eight	96
ten	90
ten	36
six	7
five	1
ten	95
six	29
eight	75
six	23
one	33
four	74
two	49
eight	12
seven	60
seven	79
six	71
eight	94
ten	4
two	42
eight	8
three	53
seven	76
eight	75
five	30
five	47
five	93
eight	51
ten	93
seven	45
four	14
nine	26
four	59
seven	57
ten	62
three	50
ten	22
five	38
seven	65
eight	95
five	39
five	6
five	94
five	62
four	70
four	86
three	77
six	42
nine	84
nine	29
four	44
one	57
eight	87
four	3
ten	5
eight	1
one	82
four	62
three	23
three	61
eight	57
four	96
two	96
two	50
ten	30
four	55
five	63
one	64
four	64
eight	97
six	96
nine	99
five	34
five	24
seven	39
nine	99
seven	38
one	52
five	63
eight	44
ten	96
one	22
five	75
one	7
seven	42
seven	24
nine	77
six	93
eight	91
eight	67
four	95
nine	16
nine	75
eight	99
one	83
five	97
one	40
one	10
ten	24
nine	54
five	5
four	3
ten	8
one	57
four	96
three	16
five	7
one	40
three	64
seven	17
two	17
nine	60
eight	19
eight	46
nine	18
three	12
eight	23
eight	73
one	65
seven	0
nine	24
nine	94
nine	50
two	61
four	36
three	13
ten	85
five	33
eight	19
eight	96
eight	17
six	1
two	67
five	83
two	85
nine	16
eight	6
two	72
seven	1
seven	28
two	30
four	6
three	60
two	69
six	29
nine	6
five	63
three	56
one	39
two	71
two	83
eight	25
ten	66
six	67
three	15
four	1
seven	55
eight	91
three	4
five	82
eight	42
ten	79
seven	17
eight	86
eight	98
four	67
ten	18
four	14
two	71
two	84
four	96
ten	91
nine	83
ten	46
one	58
eight	26
five	1
five	64
three	87
three	23
one	73
three	2
four	61
eight	11
seven	55
three	55
five	83
eight	61
eight	95
one	38
one	3
one	51
four	99
one	70
ten	5
six	16
nine	94
five	37
four	54
seven	6
two	14
five	55
one	12
three	79
three	32
five	46
two	6
nine	11
six	62
nine	8
one	46
five	40
nine	82
seven	55
eight	60
eight	89
one	6
eight	73
six	91
five	73
two	48
five	92
five	77
seven	21
seven	98
eight	47
seven	62
one	11
seven	22
three	67
nine	80
three	15
six	74
two	6
one	84
two	59
ten	36
one	89
four	66
one	85
ten	38
two	5
eight	66
nine	63
two	83
one	9
eight	69
five	25
two	3
four	27
one	84
two	42
two	67
four	84
five	26
one	66
ten	32
one	33
five	62
ten	65
two	10
three	50
one	0
six	50
nine	95
four	62
one	37
three	60
one	8
three	15
five	88
six	76
seven	40
six	5
ten	19
two	62
seven	15
nine	96
one	70
five	33
four	85
one	68
two	74
nine	35
nine	85
three	60
five	45
seven	12
three	32
four	99
nine	28
two	77
eight	6
three	79
six	70
eight	43
one	98
one	21
eight	44
seven	45
eight	53
eight	50
six	18
seven	38
three	41
seven	26
nine	59
nine	48
nine	54
five	87
eight	32
three	52
six	29
nine	88
one	30
six	12
three	56
eight	40
six	7
one	55
four	58
three	51
eight	64
six	21
eight	33
nine	36
six	55
ten	50
three	4
one	16
ten	30
three	99
ten	15
nine	65
seven	14
eight	75
two	28
four	99
two	50
nine	68
one	33
seven	49
six	34
four	5
one	30
one	70
seven	42
five	59
five	80
nine	77
nine	94
one	9
four	10
nine	14
nine	62
ten	26
nine	61
nine	85
five	46
two	3
eight	88
nine	0
six	77
one	97
nine	1
seven	49
four	98
four	62
five	52
five	85
nine	99
five	30
seven	27
five	24
five	7
five	18
two	20
ten	37
four	47
three	80
four	68
six	70
eight	0
three	44
two	94
three	90
two	2
four	23
five	26
two	19
two	19
eight	18
ten	57
two	39
eight	54
three	86
four	24
three	90
six	76
nine	9
five	13
four	60
eight	15
nine	77
eight	89
one	26
four	68
three	87
three	12
nine	78
two	61
nine	25
six	57
two	53
three	2
four	60
seven	4
nine	84
nine	21
seven	73
ten	13
two	20
one	12
four	21
seven	90
nine	45
nine	33
one	87
five	96
nine	62
seven	50
five	2
nine	65
two	92
three	83
six	65
eight	73
three	69
eight	43
seven	40
two	52
four	14
eight	28
ten	24
two	48
four	63
four	65
six	73
four	24
one	25
one	70
seven	11
one	50
six	7
one	45
three	32
one	91
one	61
one	74
five	6
two	16
nine	76
six	4
two	28
nine	73
seven	73
five	69
three	32
eight	18
ten	2
nine	58
three	60
three	92
seven	52
five	45
ten	25
ten	33
ten	18
five	74
seven	87
two	15
one	61
six	11
ten	18
three	41
ten	39
nine	66
four	28
six	36
nine	77
nine	72
three	90
five	9
five	97
six	79
one	85
nine	98
one	96
ten	99
four	16
nine	71
nine	82
eight	11
nine	84
two	40
ten	48
five	73
seven	64
three	57
seven	93
four	55
five	91
seven	34
ten	90
three	98
one	10
eight	8
two	92
eight	68
ten	57
one	43
one	11
two	96
six	83
nine	66
eight	74
four	7
three	19
eight	70
seven	98
seven	47
ten	21
nine	74
eight	41
six	92
three	8
six	40
seven	24
ten	64
nine	28
nine	29
two	23
five	47
one	41
eight	64
one	52
seven	62
seven	76
eight	90
seven	36
ten	49
two	84
ten	99
seven	91
six	31
eight	59
five	27
seven	71
one	81
one	67
two	48
eight	32
three	5
ten	18
five	79
one	18
one	93
seven	35
one	99
one	61
six	93
ten	14
ten	24
one	58
four	33
four	46
one	36
seven	92
seven	51
eight	14
four	68
three	9
five	45
six	3
ten	95
ten	80
two	19
seven	9
nine	80
two	34
four	72
six	2
six	33
ten	25
ten	96
ten	1
two	1
one	88
one	52
nine	45
nine	5
ten	51
seven	79
four	19
three	51
two	21
six	72
three	92
five	4
one	45
ten	96
four	51
five	14
four	7
five	59
ten	70
nine	37
two	94
five	28
one	68
seven	8
five	30
two	85
one	15
six	30
seven	9
three	3
two	60
five	8
six	18
six	20
eight	1
nine	76
two	92
five	67
one	2
two	87
seven	32
nine	50
two	13
nine	65
ten	81
one	14
eight	43
eight	33
six	20
eight	26
two	16
five	93
eight	81
four	46
three	63
two	1
one	13
one	13
seven	38
one	68
three	74
nine	11
six	89
one	99
four	46
five	84
three	52
seven	1
two	89
six	27
two	36
one	79
nine	16
four	78
six	68
one	40
three	1
four	81
one	70
ten	60
nine	82
four	4
three	81
seven	40
eight	41
seven	22
two	17
eight	21
ten	80
three	35
nine	76
nine	25
eight	20
two	39
nine	52
two	64
eight	57
four	31
ten	98
six	6
two	40
three	81
seven	2
five	23
three	77
ten	88
seven	69
seven	82
four	48
four	20
two	41
ten	3
one	73
two	45
seven	24
five	84
ten	24
one	9
six	7
ten	45
ten	68
six	70
two	74
ten	65
five	45
one	10
nine	61
two	60
five	60
nine	37
two	99
three	59
four	59
one	4
two	9
one	13
five	15
nine	11
eight	23
nine	80
four	76
ten	87
one	85
nine	39
one	17
six	43
five	3
three	85
four	51
ten	47
two	68
four	10
two	43
three	27
nine	68
four	8
four	69
five	58
three	8
eight	35
nine	92
five	87
seven	84
one	80
eight	32
seven	6
nine	56
seven	17
nine	7
eight	68
three	77
nine	78
nine	24
five	68
six	3
two	47
seven	54
seven	93
nine	51
seven	98
two	33
five	57
nine	94
two	3
six	52
two	51
one	26
six	98
eight	4
four	48
three	13
six	97
four	17
five	68
four	39
nine	9
six	34
three	14
six	84
one	9
seven	42
one	78
four	70
six	14
four	52
eight	74
six	40
one	12
one	75
eight	50
ten	70
five	35
seven	87
five	19
seven	58
two	25
ten	28
four	85
five	83
six	34
six	5
two	93
six	81
seven	0
seven	82
five	15
three	3
ten	86
five	83
four	13
three	16
seven	96
five	71
three	15
two	2
nine	45
one	4
three	39
four	36
eight	99
two	45
one	13
two	68
six	24
seven	27
four	27
eight	35
ten	2
eight	68
two	60
six	37
nine	78
one	91
seven	25
four	97
eight	47
nine	79
nine	65
six	9
seven	70
four	65
nine	69
nine	79
one	22
seven	17
four	41
five	26
six	49
eight	73
seven	88
one	23
one	34
seven	62
nine	14
five	64
nine	94
six	3
seven	8
six	56
nine	84
six	60
two	16
six	81
one	4
eight	94
one	7
six	50
four	49
eight	27
eight	81
ten	19
three	18
seven	49
ten	97
eight	79
four	64
one	74
two	18
five	8
nine	55
one	10
two	80
ten	54
ten	63
three	32
eight	54
two	79
ten	71
six	29
one	62
three	58
five	21
one	29
ten	18
three	69
nine	89
eight	64
six	19
six	38
seven	95
eight	99
six	25
six	65
six	2
eight	79
four	90
seven	25
five	41
one	54
ten	46
two	99
four	55
two	52
six	74
one	16
five	26
one	0
nine	82
four	14
one	96
three	81
two	23
five	42
three	36
six	63
six	73
six	10
six	78
nine	66
seven	43
three	11
three	24
one	26
seven	76
seven	12
six	82
nine	79
eight	8
two	25
two	64
four	15
nine	52
ten	97
one	57
three	1
ten	29
four	74
three	51
six	15
eight	18
nine	92
one	26
nine	84
three	29
seven	16
nine	57
seven	70
one	75
nine	42
three	96
four	29
seven	18
four	21
ten	12
seven	93
nine	4
three	38
nine	65
eight	3
five	7
eight	88
four	30
eight	30
six	48
six	58
seven	6
seven	71
ten	39
eight	18
six	4
seven	16
three	58
two	52
eight	35
four	54
eight	26
six	54
six	35
ten	79
nine	1
four	2
five	7
three	26
six	90
four	82
nine	10
ten	98
three	16
seven	22
eight	61
eight	45
nine	76
two	84
five	79
five	32
one	1
one	35
eight	73
nine	70
eight	67
two	58
four	23
two	99
eight	52
ten	79
eight	48
eight	31
four	74
five	69
seven	28
eight	44
seven	56
eight	28
six	28
four	71
one	41
ten	95
nine	2
two	46
two	73
one	79
five	37
one	93
nine	88
one	87
six	46
seven	86
ten	13
nine	22
four	18
seven	82
seven	43
five	46
two	13
three	61
seven	14
five	5
one	81
seven	26
four	93
three	49
ten	33
one	10
seven	49
eight	88
ten	47
four	43
five	41
six	88
four	34
two	74
ten	96
nine	63
four	33
eight	36
two	7
seven	90
five	86
six	1
ten	67
nine	21
four	45
seven	77
three	87
one	34
six	20
seven	79
eight	34
four	44
nine	8
ten	26
eight	12
eight	47
seven	50
four	61
five	52
five	71
seven	4
ten	53
one	10
five	10
eight	82
six	20
two	35
three	41
five	55
eight	29
two	80
three	37
three	72
seven	60
six	49
five	80
four	44
eight	7
ten	16
nine	83
five	12
nine	81
four	59
four	48
nine	49
eight	53
nine	98
two	73
ten	45
ten	61
six	75
nine	15
ten	99
six	5
five	22
two	58
eight	35
nine	46
one	30
nine	0
nine	82
six	66
four	19
one	61
ten	58
ten	58
eight	41
six	36
three	25
four	25
six	26
three	43
seven	53
one	10
six	17
one	5
ten	65
one	83
seven	50
nine	98
nine	44
ten	20
three	12
seven	98
seven	5
seven	80
ten	72
ten	5
four	78
ten	46
seven	70
five	27
ten	92
eight	42
one	31
seven	78
four	50
two	72
four	6
four	63
one	99
seven	6
four	29
ten	86
three	37
two	11
nine	28
five	82
two	43
ten	66
one	62
seven	66
four	20
five	49
four	14
three	29
one	33
six	47
four	87
seven	93
nine	27
one	54
two	67
six	82
eight	51
one	60
nine	76
five	20
four	96
six	37
one	61
three	19
two	44
four	50
ten	81
two	36
ten	53
ten	71
six	69
ten	78
six	80
two	65
seven	10
five	53
five	67
ten	97
nine	88
nine	69
eight	14
four	78
two	44
two	44
six	57
nine	36
six	87
eight	46
two	23
one	89
six	83
two	53
six	38
four	44
ten	48
three	54
one	67
eight	79
four	93
five	70
one	11
three	12
ten	94
five	25
six	2
seven	27
eight	54
ten	93
five	52
two	68
three	87
ten	68
six	1
four	43
six	8
ten	64
four	7
three	6
nine	81
one	64
one	8
six	91
ten	33
one	79
one	18
two	35
five	23
three	47
eight	24
two	54
nine	47
three	52
five	13
six	33
six	74
eight	41
eight	54
eight	21
ten	77
four	36
one	37
six	6
ten	60
nine	7
seven	18
five	57
nine	43
one	75
seven	49
one	46
ten	25
four	59
nine	5
eight	93
six	62
six	0
one	62
six	93
five	49
three	17
five	29
eight	99
five	87
seven	50
ten	72
four	47
one	36
two	94
two	77
eight	45
six	84
seven	64
ten	61
four	11
ten	27
nine	67
five	90
three	80
four	63
six	52
nine	73
three	71
two	98
nine	42
one	26
seven	40
ten	74
four	13
nine	28
four	13
six	33
six	29
ten	72
six	35
two	53
two	17
one	38
four	52
one	16
ten	19
one	79
two	28
one	84
three	67
one	35
two	90
five	40
nine	69
four	2
eight	77
eight	47
two	3
five	66
six	53
seven	79
nine	40
ten	38
one	83
nine	29
eight	63
eight	55
ten	78
five	78
five	41
ten	20
three	7
six	74
two	76
eight	73
three	7
seven	38
five	55
one	56
one	71
six	4
one	40
one	57
ten	88
nine	97
four	72
one	37
eight	89
eight	24
three	84
two	37
two	72
ten	85
six	87
five	46
eight	3
eight	74
seven	95
five	43
two	35
one	54
two	15
seven	87
three	38
seven	91
five	96
seven	24
one	16
five	42
five	76
eight	61
eight	85
seven	82
one	11
nine	60
three	80
six	72
four	19
two	68
seven	34
six	32
two	63
seven	41
four	40
six	21
four	98
two	56
one	69
ten	88
six	72
five	15
one	73
six	97
six	88
four	42
seven	12
six	61
ten	3
four	88
four	94
nine	97
six	8
seven	30
five	29
two	71
one	52
two	15
nine	87
three	37
two	30
six	55
eight	53
seven	55
two	13
one	50
ten	60
two	15
two	82
four	38
seven	39
nine	33
eight	66
seven	52
nine	88
two	32
eight	15
six	12
eight	14
three	18
four	91
nine	2
four	60
two	57
six	37
five	60
eight	51
one	2
ten	98
seven	14
five	69
three	37
six	14
ten	11
eight	61
six	95
three	38
six	61
six	70
one	8
two	69
seven	28
three	11
ten	40
one	77
ten	25
eight	79
one	48
ten	97
six	6
three	65
seven	17
four	79
one	23
one	21
seven	92
one	19
nine	55
two	75
four	61
two	34
six	66
two	55
nine	47
seven	17
three	56
seven	63
seven	84
two	32
nine	74
five	1
two	53
one	68
one	98
five	19
four	36
seven	84
eight	16
eight	45
three	14
two	57
two	85
four	53
five	16
eight	87
ten	66
three	87
nine	88
five	36
seven	19
three	14
eight	99
ten	83
two	13
one	28
nine	53
two	57
seven	81
two	37
one	95
ten	39
one	10
nine	26
ten	77
ten	48
ten	95
four	18
eight	9
nine	59
ten	57
ten	17
nine	24
four	51
eight	49
seven	20
six	40
five	97
eight	63
four	15
one	46
four	40
nine	34
two	96
five	32
four	52
four	65
eight	3
seven	16
six	73
nine	83
eight	12
six	37
ten	96
nine	8
two	78
five	23
six	66
three	98
five	32
one	94
eight	70
seven	13
five	68
six	8
nine	42
one	68
ten	14
ten	6
four	11
five	85
ten	48
six	13
one	75
nine	82
one	68
four	8
two	19
five	36
two	23
ten	50
five	97
one	72
six	15
four	61
two	71
one	42
four	43
one	89
four	63
six	15
seven	84
nine	24
seven	30
six	1
six	26
ten	79
one	48
ten	35
nine	18
ten	93
three	88
six	51
six	8
eight	37
six	0
five	10
seven	12
five	60
four	72
one	56
two	43
seven	94
two	85
nine	56
nine	7
four	41
one	50
one	5
four	94
eight	84
three	87
one	32
six	1
five	98
four	70
four	31
five	10
ten	36
nine	37
four	87
eight	19
five	60
five	85
ten	44
one	79
eight	56
one	74
six	99
two	47
three	91
seven	88
ten	35
seven	63
three	96
six	80
three	97
six	3
seven	10
eight	11
seven	7
two	90
two	95
seven	95
ten	16
one	84
seven	81
eight	1
nine	64
five	60
six	9
five	26
two	70
one	43
four	78
three	59
eight	50
seven	91
three	24
one	7
four	79
one	69
seven	87
seven	76
one	57
nine	14
seven	61
seven	5
one	22
one	2
four	99
two	54
eight	30
ten	1
seven	20
eight	99
four	56
two	4
five	33
ten	74
eight	42
six	97
six	94
nine	3
ten	33
six	28
nine	54
five	10
six	5
ten	27
three	4
five	6
seven	19
two	99
one	73
ten	39
three	75
nine	64
eight	19
eight	21
two	44
one	43
one	44
six	80
eight	80
three	17
six	6
nine	56
six	50
four	38
seven	13
one	33
one	34
two	84
five	6
ten	68
nine	14
eight	13
seven	26
four	17
five	23
five	60
three	8
four	34
seven	24
three	35
ten	92
ten	15
seven	38
nine	61
one	98
one	14
four	15
one	45
nine	74
seven	18
four	28
five	33
one	74
one	84
five	17
nine	64
eight	52
nine	59
three	48
two	47
one	62
five	92
eight	33
eight	9
nine	64
ten	63
seven	0
six	63
six	18
ten	97
five	42
eight	73
four	33
three	27
four	20
seven	73
five	31
three	62
eight	47
six	67
five	10
six	13
ten	28
nine	79
two	24
eight	49
four	42
six	18
eight	63
two	53
eight	50
four	70
seven	32
four	42
two	47
five	92
one	5
three	73
two	27
nine	52
one	16
eight	82
ten	75
eight	48
eight	99
nine	7
nine	64
eight	27
three	61
nine	74
eight	72
ten	57
six	85
two	60
nine	94
ten	29
eight	25
six	58
five	82
four	6
nine	72
one	93
five	21
seven	27
three	1
